#HEADER
#TITLES
 , ,Dniuzhuan1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
586,7428.277000,0.05505884
587,7428.278000,0.05439735
588,7428.279000,0.04703122
589,7428.280000,0.03976087
590,7428.281000,0.03268058
591,7428.282000,0.02562562
592,7428.283000,0.01858518
593,7428.284000,0.01172416
594,7428.285000,0.005010881
595,7428.286000,-0.001851343
596,7428.287000,-0.008865498
597,7428.288000,-0.01551118
598,7428.289000,-0.02182253
599,7428.290000,-0.03031813
600,7428.291000,-0.04113131
601,7428.292000,-0.04096058
602,7428.293000,-0.03997403
603,7428.294000,-0.06859969
604,7428.295000,-0.06382391
605,7428.296000,-0.0701694
606,7428.297000,-0.08224179
607,7428.298000,-0.08988194
608,7428.299000,-0.09856728
609,7428.300000,-0.1076538
610,7428.301000,-0.1170973
611,7428.302000,-0.1264921
612,7428.303000,-0.1358427
613,7428.304000,-0.1453246
614,7428.305000,-0.1548429
615,7428.306000,-0.1647108
616,7428.307000,-0.1749564
617,7428.308000,-0.1853506
618,7428.309000,-0.195968
619,7428.310000,-0.2065351
620,7428.311000,-0.2170052
621,7428.312000,-0.2275641
622,7428.313000,-0.2381303
623,7428.314000,-0.2488145
624,7428.315000,-0.2596319
625,7428.316000,-0.2704552
626,7428.317000,-0.2813075
627,7428.318000,-0.2925036
628,7428.319000,-0.3040539
629,7428.320000,-0.3158231
630,7428.321000,-0.3278915
631,7428.322000,-0.3400445
632,7428.323000,-0.3522682
633,7428.324000,-0.3647393
634,7428.325000,-0.3774113
635,7428.326000,-0.3896641
636,7428.327000,-0.4014556
637,7428.328000,-0.4130467
638,7428.329000,-0.4242627
639,7428.330000,-0.435505
640,7428.331000,-0.4467877
641,7428.332000,-0.4577546
642,7428.333000,-0.4684807
643,7428.334000,-0.4800242
644,7428.335000,-0.4924378
645,7428.336000,-0.5052661
646,7428.337000,-0.5187926
647,7428.338000,-0.5323009
648,7428.339000,-0.545754
649,7428.340000,-0.5597565
650,7428.341000,-0.5741605
651,7428.342000,-0.5852095
652,7428.343000,-0.5926012
653,7428.344000,-0.5980013
654,7428.345000,-0.6003471
655,7428.346000,-0.6114045
656,7428.347000,-0.6322325
657,7428.348000,-0.6562971
658,7428.349000,-0.6867847
659,7428.350000,-0.7043561
660,7428.351000,-0.7070528
661,7428.352000,-0.705527
662,7428.353000,-0.6944748
663,7428.354000,-0.706162
664,7428.355000,-0.7437845
665,7428.356000,-0.7463394
666,7428.357000,-0.7789918
667,7428.358000,-0.7935368
668,7428.359000,-0.8051997
669,7428.360000,-0.8144212
670,7428.361000,-0.8193946
671,7428.362000,-0.8258903
672,7428.363000,-0.834296
673,7428.364000,-0.854618
674,7428.365000,-0.858451
675,7428.366000,-0.8701563
676,7428.367000,-0.8788668
677,7428.368000,-0.887989
678,7428.369000,-0.8972076
679,7428.370000,-0.9058185
680,7428.371000,-0.9140255
681,7428.372000,-0.9219034
682,7428.373000,-0.9293622
683,7428.374000,-0.9369452
684,7428.375000,-0.9446883
685,7428.376000,-0.9522847
686,7428.377000,-0.9598731
687,7428.378000,-0.9672635
688,7428.379000,-0.9744302
689,7428.380000,-0.9815822
690,7428.381000,-0.9886799
691,7428.382000,-0.9952711
692,7428.383000,-1.001344
693,7428.384000,-1.007089
694,7428.385000,-1.012391
695,7428.386000,-1.017514
696,7428.387000,-1.022473
697,7428.388000,-1.027462
698,7428.389000,-1.032582
699,7428.390000,-1.036268
700,7428.391000,-1.03847
701,7428.392000,-1.049742
702,7428.393000,-1.050687
703,7428.394000,-1.056897
704,7428.395000,-1.061876
705,7428.396000,-1.067023
706,7428.397000,-1.072261
707,7428.398000,-1.077563
708,7428.399000,-1.082974
709,7428.400000,-1.088467
710,7428.401000,-1.094054
711,7428.402000,-1.099242
712,7428.403000,-1.103982
713,7428.404000,-1.108524
714,7428.405000,-1.112726
715,7428.406000,-1.116894
716,7428.407000,-1.121047
717,7428.408000,-1.124908
718,7428.409000,-1.128539
719,7428.410000,-1.131774
720,7428.411000,-1.134555
721,7428.412000,-1.136992
722,7428.413000,-1.139022
723,7428.414000,-1.141187
724,7428.415000,-1.143534
725,7428.416000,-1.14574
726,7428.417000,-1.147947
727,7428.418000,-1.149824
728,7428.419000,-1.151329
729,7428.420000,-1.152744
730,7428.421000,-1.153989
731,7428.422000,-1.15549
732,7428.423000,-1.157325
733,7428.424000,-1.159232
734,7428.425000,-1.161343
735,7428.426000,-1.16347
736,7428.427000,-1.165599
737,7428.428000,-1.167888
738,7428.429000,-1.170299
739,7428.430000,-1.172958
740,7428.431000,-1.175901
741,7428.432000,-1.176755
742,7428.433000,-1.175331
743,7428.434000,-1.184808
744,7428.435000,-1.181854
745,7428.436000,-1.185338
746,7428.437000,-1.187588
747,7428.438000,-1.18967
748,7428.439000,-1.191541
749,7428.440000,-1.193352
750,7428.441000,-1.19504
751,7428.442000,-1.196674
752,7428.443000,-1.198266
753,7428.444000,-1.199725
754,7428.445000,-1.201066
755,7428.446000,-1.202532
756,7428.447000,-1.204129
757,7428.448000,-1.20575
758,7428.449000,-1.207458
759,7428.450000,-1.20909
760,7428.451000,-1.210632
761,7428.452000,-1.212219
762,7428.453000,-1.213816
763,7428.454000,-1.214962
764,7428.455000,-1.215625
765,7428.456000,-1.215997
766,7428.457000,-1.21595
767,7428.458000,-1.215779
768,7428.459000,-1.215496
769,7428.460000,-1.214835
770,7428.461000,-1.213852
771,7428.462000,-1.212829
772,7428.463000,-1.211753
773,7428.464000,-1.210519
774,7428.465000,-1.209192
775,7428.466000,-1.207529
776,7428.467000,-1.205509
777,7428.468000,-1.203303
778,7428.469000,-1.200851
779,7428.470000,-1.198508
780,7428.471000,-1.196322
781,7428.472000,-1.194082
782,7428.473000,-1.191891
783,7428.474000,-1.18958
784,7428.475000,-1.187134
785,7428.476000,-1.184728
786,7428.477000,-1.182329
