#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
804,7642.763000,-10.77611
805,7642.764000,-10.48083
806,7642.765000,-10.44126
807,7642.766000,-10.34682
808,7642.767000,-10.25622
809,7642.768000,-10.40685
810,7642.769000,-10.36507
811,7642.770000,-10.44688
812,7642.771000,-10.41561
813,7642.772000,-10.43346
814,7642.773000,-10.4509
815,7642.774000,-10.48107
816,7642.775000,-10.53172
817,7642.776000,-10.55363
818,7642.777000,-10.61365
819,7642.778000,-10.63907
820,7642.779000,-10.64709
821,7642.780000,-10.67255
822,7642.781000,-10.65581
823,7642.782000,-10.65576
824,7642.783000,-10.65501
825,7642.784000,-10.64665
826,7642.785000,-10.63384
827,7642.786000,-10.70425
828,7642.787000,-10.86596
829,7642.788000,-10.91093
830,7642.789000,-10.74241
831,7642.790000,-10.7001
832,7642.791000,-10.77715
833,7642.792000,-10.82616
834,7642.793000,-10.91897
835,7642.794000,-10.68871
836,7642.795000,-10.79903
837,7642.796000,-10.82878
838,7642.797000,-10.77224
839,7642.798000,-10.78783
840,7642.799000,-10.8009
841,7642.800000,-10.82367
842,7642.801000,-10.85904
843,7642.802000,-10.87221
844,7642.803000,-10.86125
845,7642.804000,-10.85367
846,7642.805000,-10.79633
847,7642.806000,-10.80701
848,7642.807000,-10.76705
849,7642.808000,-10.65472
850,7642.809000,-10.63295
851,7642.810000,-10.56317
852,7642.811000,-10.58628
853,7642.812000,-10.59678
854,7642.813000,-10.63277
855,7642.814000,-10.67888
856,7642.815000,-10.4284
857,7642.816000,-10.72386
858,7642.817000,-10.59886
859,7642.818000,-10.34897
860,7642.819000,-10.53873
861,7642.820000,-10.37236
862,7642.821000,-10.3776
863,7642.822000,-10.30184
864,7642.823000,-10.22264
865,7642.824000,-10.16841
866,7642.825000,-9.98803
867,7642.826000,-10.01158
868,7642.827000,-9.863654
869,7642.828000,-9.663857
870,7642.829000,-9.626369
871,7642.830000,-9.483687
872,7642.831000,-9.346755
873,7642.832000,-9.688375
874,7642.833000,-9.649216
875,7642.834000,-9.677391
876,7642.835000,-9.944158
877,7642.836000,-9.99655
878,7642.837000,-10.276
879,7642.838000,-10.41169
880,7642.839000,-10.49792
881,7642.840000,-10.49103
882,7642.841000,-10.51676
883,7642.842000,-10.44629
884,7642.843000,-10.42514
885,7642.844000,-10.35924
886,7642.845000,-10.29152
887,7642.846000,-10.41155
888,7642.847000,-10.29745
889,7642.848000,-10.38898
890,7642.849000,-10.54597
891,7642.850000,-10.46883
892,7642.851000,-10.66755
893,7642.852000,-10.59824
894,7642.853000,-10.80165
895,7642.854000,-10.77233
896,7642.855000,-10.63743
897,7642.856000,-11.09684
898,7642.857000,-10.77676
899,7642.858000,-10.87436
900,7642.859000,-10.93167
901,7642.860000,-10.92518
902,7642.861000,-10.72405
903,7642.862000,-11.11541
904,7642.863000,-10.96513
905,7642.864000,-10.84258
906,7642.865000,-10.9807
907,7642.866000,-10.95275
908,7642.867000,-10.95534
909,7642.868000,-10.91216
910,7642.869000,-10.81841
911,7642.870000,-10.97461
912,7642.871000,-10.90725
913,7642.872000,-11.04022
914,7642.873000,-11.23126
915,7642.874000,-11.10014
916,7642.875000,-11.13645
917,7642.876000,-11.26536
918,7642.877000,-11.4709
919,7642.878000,-11.57367
920,7642.879000,-11.54761
921,7642.880000,-11.55849
922,7642.881000,-11.5574
923,7642.882000,-11.53204
924,7642.883000,-11.49858
925,7642.884000,-11.48971
926,7642.885000,-11.42741
927,7642.886000,-11.36795
928,7642.887000,-11.37318
929,7642.888000,-11.48778
930,7642.889000,-11.52953
931,7642.890000,-11.49245
932,7642.891000,-11.4072
933,7642.892000,-11.42831
934,7642.893000,-11.59703
935,7642.894000,-11.5725
936,7642.895000,-11.58028
937,7642.896000,-11.51282
938,7642.897000,-11.3939
939,7642.898000,-11.57505
940,7642.899000,-11.49281
941,7642.900000,-11.34235
942,7642.901000,-11.30141
943,7642.902000,-11.45742
944,7642.903000,-11.40735
945,7642.904000,-11.34634
946,7642.905000,-11.09732
947,7642.906000,-11.70731
948,7642.907000,-11.71665
949,7642.908000,-11.18731
950,7642.909000,-11.63001
951,7642.910000,-11.71806
952,7642.911000,-11.69487
953,7642.912000,-11.72153
954,7642.913000,-11.93146
955,7642.914000,-11.78132
956,7642.915000,-12.01231
957,7642.916000,-12.05343
958,7642.917000,-12.12224
959,7642.918000,-12.17458
960,7642.919000,-12.20378
961,7642.920000,-11.88073
962,7642.921000,-11.8497
963,7642.922000,-11.62248
964,7642.923000,-11.42357
965,7642.924000,-11.10657
966,7642.925000,-10.69372
967,7642.926000,-10.6661
968,7642.927000,-10.54273
969,7642.928000,-10.59489
970,7642.929000,-10.80555
971,7642.930000,-10.95361
972,7642.931000,-11.061
973,7642.932000,-11.43736
974,7642.933000,-11.75641
975,7642.934000,-11.88535
976,7642.935000,-12.01332
977,7642.936000,-11.99759
978,7642.937000,-11.88811
