#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
946,7507.355000,-11.7281
947,7507.356000,-11.81019
948,7507.357000,-11.27875
949,7507.358000,-12.26463
950,7507.359000,-11.59546
951,7507.360000,-11.69011
952,7507.361000,-12.11242
953,7507.362000,-11.34338
954,7507.363000,-11.98401
955,7507.364000,-11.65155
956,7507.365000,-11.93295
957,7507.366000,-11.73365
958,7507.367000,-11.2968
959,7507.368000,-12.28211
960,7507.369000,-11.60631
961,7507.370000,-11.74024
962,7507.371000,-11.57969
963,7507.372000,-11.79931
964,7507.373000,-12.28333
965,7507.374000,-11.17457
966,7507.375000,-11.91125
967,7507.376000,-11.79776
968,7507.377000,-11.61572
969,7507.378000,-11.83069
970,7507.379000,-11.7319
971,7507.380000,-11.81679
972,7507.381000,-11.9085
973,7507.382000,-11.81445
974,7507.383000,-11.28645
975,7507.384000,-11.85556
